s,t,target_dim,target_masked_dim,next_dim,signatures,subalgebra_dim,num_new_gens,last_live_sig,rows_consumed,matrix_bytes,wall_us
10,0,0,0,0,0,1,0,-1,0,0,28
8,0,0,0,0,0,1,0,-1,0,0,96
4,0,0,0,0,0,1,0,-1,0,0,103
12,0,0,0,0,0,1,0,-1,0,0,59
7,0,0,0,0,0,1,0,-1,0,0,75
2,0,0,0,0,0,1,0,-1,0,0,92
9,0,0,0,0,0,1,0,-1,0,0,28
6,0,0,0,0,0,1,0,-1,0,0,103
11,0,0,0,0,0,1,0,-1,0,0,56
3,0,0,0,0,0,1,0,-1,0,0,97
5,0,0,0,0,0,1,0,-1,0,0,205
14,0,0,0,0,0,1,0,-1,0,0,3
13,0,0,0,0,0,1,0,-1,0,0,6
15,0,0,0,0,0,1,0,-1,0,0,24
16,0,0,0,0,0,1,0,-1,0,0,18
17,0,0,0,0,0,1,0,-1,0,0,4
18,0,0,0,0,0,1,0,-1,0,0,3
11,1,0,0,0,0,1,0,-1,0,0,29
20,0,0,0,0,0,1,0,-1,0,0,44
3,1,0,0,0,0,1,0,-1,0,0,11
12,1,0,0,0,0,1,0,-1,0,0,11
4,1,0,0,0,0,1,0,-1,0,0,14
7,1,0,0,0,0,1,0,-1,0,0,18
9,1,0,0,0,0,1,0,-1,0,0,4
8,1,0,0,0,0,1,0,-1,0,0,4
13,1,0,0,0,0,1,0,-1,0,0,14
14,1,0,0,0,0,1,0,-1,0,0,9
16,1,0,0,0,0,1,0,-1,0,0,6
15,1,0,0,0,0,1,0,-1,0,0,9
17,1,0,0,0,0,1,0,-1,0,0,7
5,1,0,0,0,0,1,0,-1,0,0,7
18,1,0,0,0,0,1,0,-1,0,0,17
2,1,0,0,0,0,1,0,-1,0,0,11
8,2,0,0,0,0,1,0,-1,0,0,7
4,2,0,0,0,0,1,0,-1,0,0,3
9,2,0,0,0,0,1,0,-1,0,0,6
12,2,0,0,0,0,1,0,-1,0,0,21
14,2,0,0,0,0,1,0,-1,0,0,4
15,2,0,0,0,0,1,0,-1,0,0,8
13,2,0,0,0,0,1,0,-1,0,0,15
17,2,0,0,0,0,1,0,-1,0,0,4
16,2,0,0,0,0,1,0,-1,0,0,8
3,2,0,0,0,0,1,0,-1,0,0,16
9,3,0,0,0,0,1,0,-1,0,0,10
16,3,0,0,0,0,1,0,-1,0,0,6
15,3,0,0,0,0,1,0,-1,0,0,11
13,3,0,0,0,0,1,0,-1,0,0,24
6,1,0,0,0,0,1,0,-1,0,0,18
4,3,0,0,0,0,1,0,-1,0,0,9
17,3,0,0,0,0,1,0,-1,0,0,3
16,4,0,0,0,0,1,0,-1,0,0,3
18,2,0,0,0,0,1,0,-1,0,0,9
19,0,0,0,0,0,1,0,-1,0,0,5
17,4,0,0,0,0,1,0,-1,0,0,6
6,2,0,0,0,0,1,0,-1,0,0,9
10,1,0,0,0,0,1,0,-1,0,0,6
5,2,0,0,0,0,1,0,-1,0,0,13
14,3,0,0,0,0,1,0,-1,0,0,8
7,2,0,0,0,0,1,0,-1,0,0,13
17,5,0,0,0,0,1,0,-1,0,0,15
20,1,0,0,0,0,1,0,-1,0,0,5
2,2,1,1,1,0,1,1,-1,1,8,40
19,1,0,0,0,0,1,0,-1,0,0,10
10,2,0,0,0,0,1,0,-1,0,0,3
11,2,0,0,0,0,1,0,-1,0,0,9
5,3,0,0,0,0,1,0,-1,0,0,16
18,3,0,0,0,0,1,0,-1,0,0,16
6,3,0,0,0,0,1,0,-1,0,0,7
15,4,0,0,0,0,1,0,-1,0,0,6
14,4,0,0,0,0,1,0,-1,0,0,5
8,3,0,0,0,0,1,0,-1,0,0,18
7,3,0,0,0,0,1,0,-1,0,0,8
10,3,0,0,0,0,1,0,-1,0,0,5
19,2,0,0,0,0,1,0,-1,0,0,7
20,2,0,0,0,0,1,0,-1,0,0,8
5,4,0,0,0,0,1,0,-1,0,0,8
18,4,0,0,0,0,1,0,-1,0,0,5
3,3,1,1,1,0,1,1,-1,1,8,24
2,3,2,2,2,0,1,0,-1,0,16,98
12,3,0,0,0,0,1,0,-1,0,0,6
16,5,0,0,0,0,1,0,-1,0,0,6
6,4,0,0,0,0,1,0,-1,0,0,7
15,5,0,0,0,0,1,0,-1,0,0,7
8,4,0,0,0,0,1,0,-1,0,0,10
9,4,0,0,0,0,1,0,-1,0,0,13
10,4,0,0,0,0,1,0,-1,0,0,10
19,3,0,0,0,0,1,0,-1,0,0,11
18,5,0,0,0,0,1,0,-1,0,0,8
7,4,0,0,0,0,1,0,-1,0,0,17
17,6,0,0,0,0,1,0,-1,0,0,9
20,3,0,0,0,0,1,0,-1,0,0,10
13,4,0,0,0,0,1,0,-1,0,0,13
4,4,1,1,1,0,1,1,-1,1,8,26
19,4,0,0,0,0,1,0,-1,0,0,6
16,6,0,0,0,0,1,0,-1,0,0,11
10,5,0,0,0,0,1,0,-1,0,0,12
8,5,0,0,0,0,1,0,-1,0,0,10
7,5,0,0,0,0,1,0,-1,0,0,11
18,6,0,0,0,0,1,0,-1,0,0,13
9,5,0,0,0,0,1,0,-1,0,0,14
20,4,0,0,0,0,1,0,-1,0,0,10
14,5,0,0,0,0,1,0,-1,0,0,9
6,5,0,0,0,0,1,0,-1,0,0,22
5,5,1,1,1,0,1,1,-1,1,8,23
10,6,0,0,0,0,1,0,-1,0,0,7
19,5,0,0,0,0,1,0,-1,0,0,33
9,6,0,0,0,0,1,0,-1,0,0,13
20,5,0,0,0,0,1,0,-1,0,0,12
8,6,0,0,0,0,1,0,-1,0,0,13
7,6,0,0,0,0,1,0,-1,0,0,10
3,4,1,1,3,0,1,0,-1,0,8,15
17,7,0,0,0,0,1,0,-1,0,0,22
11,3,0,0,0,0,1,0,-1,0,0,9
15,6,0,0,0,0,1,0,-1,0,0,13
2,4,3,2,2,1,2,1,0,2,24,42
18,7,0,0,0,0,1,0,-1,0,0,12
19,6,0,0,0,0,1,0,-1,0,0,4
20,6,0,0,0,0,1,0,-1,0,0,5
6,6,1,1,1,0,1,1,-1,1,8,23
10,7,0,0,0,0,1,0,-1,0,0,12
4,5,1,1,2,0,1,0,-1,0,8,23
16,7,0,0,0,0,1,0,-1,0,0,20
11,4,0,0,0,0,1,0,-1,0,0,11
9,7,0,0,0,0,1,0,-1,0,0,11
18,8,0,0,0,0,1,0,-1,0,0,10
3,5,3,1,4,1,2,0,-1,0,24,25
12,4,0,0,0,0,1,0,-1,0,0,16
11,5,0,0,0,0,1,0,-1,0,0,8
19,7,0,0,0,0,1,0,-1,0,0,15
10,8,0,0,0,0,1,0,-1,0,0,13
4,6,2,1,3,1,2,0,-1,0,16,23
20,7,0,0,0,0,1,0,-1,0,0,10
17,8,0,0,0,0,1,0,-1,0,0,8
11,6,0,0,0,0,1,0,-1,0,0,5
7,7,1,1,1,0,1,1,-1,1,8,31
5,6,1,1,2,0,1,0,-1,0,8,36
8,7,0,0,0,0,1,0,-1,0,0,42
13,5,0,0,0,0,1,0,-1,0,0,9
20,8,0,0,0,0,1,0,-1,0,0,5
18,9,0,0,0,0,1,0,-1,0,0,5
19,8,0,0,0,0,1,0,-1,0,0,8
2,5,5,2,2,1,2,1,0,3,40,111
11,7,0,0,0,0,1,0,-1,0,0,5
12,5,0,0,0,0,1,0,-1,0,0,8
14,6,0,0,0,0,1,0,-1,0,0,13
19,9,0,0,0,0,1,0,-1,0,0,11
20,9,0,0,0,0,1,0,-1,0,0,12
6,7,1,1,2,0,1,0,-1,0,8,27
9,8,0,0,0,0,1,0,-1,0,0,13
12,6,0,0,0,0,1,0,-1,0,0,9
8,8,1,1,1,0,1,1,-1,1,8,26
11,8,0,0,0,0,1,0,-1,0,0,6
19,10,0,0,0,0,1,0,-1,0,0,6
20,10,0,0,0,0,1,0,-1,0,0,6
15,7,0,0,0,0,1,0,-1,0,0,17
5,7,2,1,2,1,2,0,-1,0,16,49
10,9,0,0,0,0,1,0,-1,0,0,8
13,6,0,0,0,0,1,0,-1,0,0,33
20,11,0,0,0,0,1,0,-1,0,0,6
12,7,0,0,0,0,1,0,-1,0,0,8
7,8,1,1,2,0,1,0,-1,0,8,19
11,9,0,0,0,0,1,0,-1,0,0,11
9,9,1,1,1,0,1,1,-1,1,8,25
16,8,0,0,0,0,1,0,-1,0,0,7
13,7,0,0,0,0,1,0,-1,0,0,7
14,7,0,0,0,0,1,0,-1,0,0,6
8,9,1,1,2,0,1,0,-1,0,8,20
12,8,0,0,0,0,1,0,-1,0,0,13
17,9,0,0,0,0,1,0,-1,0,0,10
11,10,0,0,0,0,1,0,-1,0,0,13
6,8,2,1,2,1,2,0,-1,0,16,25
15,8,0,0,0,0,1,0,-1,0,0,11
13,8,0,0,0,0,1,0,-1,0,0,10
14,8,0,0,0,0,1,0,-1,0,0,14
10,10,1,1,1,0,1,1,-1,1,8,24
12,9,0,0,0,0,1,0,-1,0,0,5
3,6,4,2,5,1,2,1,0,3,32,37
16,9,0,0,0,0,1,0,-1,0,0,9
13,9,0,0,0,0,1,0,-1,0,0,8
18,10,0,0,0,0,1,0,-1,0,0,16
14,9,0,0,0,0,1,0,-1,0,0,9
9,10,1,1,2,0,1,0,-1,0,8,23
12,10,0,0,0,0,1,0,-1,0,0,6
17,10,0,0,0,0,1,0,-1,0,0,10
15,9,0,0,0,0,1,0,-1,0,0,10
11,11,1,1,1,0,1,1,-1,1,8,17
2,6,5,3,3,1,2,0,-1,0,40,145
7,9,2,1,2,1,2,0,-1,0,16,45
19,11,0,0,0,0,1,0,-1,0,0,16
15,10,0,0,0,0,1,0,-1,0,0,13
18,11,0,0,0,0,1,0,-1,0,0,12
16,10,0,0,0,0,1,0,-1,0,0,13
13,10,0,0,0,0,1,0,-1,0,0,20
12,11,0,0,0,0,1,0,-1,0,0,17
14,10,0,0,0,0,1,0,-1,0,0,17
10,11,1,1,2,0,1,0,-1,0,8,22
17,11,0,0,0,0,1,0,-1,0,0,7
4,7,3,1,5,1,2,0,-1,0,24,83
16,11,0,0,0,0,1,0,-1,0,0,10
20,12,0,0,0,0,1,0,-1,0,0,10
19,12,0,0,0,0,1,0,-1,0,0,10
13,11,0,0,0,0,1,0,-1,0,0,12
14,11,0,0,0,0,1,0,-1,0,0,12
15,11,0,0,0,0,1,0,-1,0,0,10
8,10,2,1,2,1,2,0,-1,0,16,30
2,7,7,4,4,1,2,0,-1,0,56,44
11,12,1,1,2,0,1,0,-1,0,8,28
12,12,1,1,1,0,1,1,-1,1,8,29
13,12,0,0,0,0,1,0,-1,0,0,7
16,12,0,0,0,0,1,0,-1,0,0,8
14,12,0,0,0,0,1,0,-1,0,0,7
15,12,0,0,0,0,1,0,-1,0,0,6
3,7,5,3,7,1,2,0,-1,0,40,62
5,8,2,1,3,1,2,0,-1,0,16,19
12,13,1,1,2,0,1,0,-1,0,8,12
9,11,2,1,2,1,2,0,-1,0,16,21
15,13,0,0,0,0,1,0,-1,0,0,5
14,13,0,0,0,0,1,0,-1,0,0,8
13,13,1,1,1,0,1,1,-1,1,8,17
17,12,0,0,0,0,1,0,-1,0,0,9
16,13,0,0,0,0,1,0,-1,0,0,12
18,12,0,0,0,0,1,0,-1,0,0,12
20,13,0,0,0,0,1,0,-1,0,0,12
6,9,2,1,2,1,2,0,-1,0,16,20
10,12,2,1,2,1,2,0,-1,0,16,22
15,14,0,0,0,0,1,0,-1,0,0,6
14,14,1,1,1,0,1,1,-1,1,8,13
13,14,1,1,2,0,1,0,-1,0,8,15
4,8,3,2,7,1,2,0,-1,0,24,63
19,13,0,0,0,0,1,0,-1,0,0,9
18,13,0,0,0,0,1,0,-1,0,0,6
11,13,2,1,2,1,2,0,-1,0,16,20
7,10,2,1,2,1,2,0,-1,0,16,22
20,14,0,0,0,0,1,0,-1,0,0,6
5,9,2,1,5,1,2,0,-1,0,16,28
19,14,0,0,0,0,1,0,-1,0,0,8
15,15,1,1,1,0,1,1,-1,1,8,14
3,8,7,4,9,1,2,0,-1,0,56,150
14,15,1,1,2,0,1,0,-1,0,8,24
17,13,0,0,0,0,1,0,-1,0,0,6
16,14,0,0,0,0,1,0,-1,0,0,8
8,11,2,1,2,1,2,0,-1,0,16,31
6,10,2,1,3,1,2,0,-1,0,16,26
17,14,0,0,0,0,1,0,-1,0,0,6
12,14,2,1,2,1,2,0,-1,0,16,26
20,15,0,0,0,0,1,0,-1,0,0,17
15,16,1,1,2,0,1,0,-1,0,8,11
16,15,0,0,0,0,1,0,-1,0,0,6
9,12,2,1,2,1,2,0,-1,0,16,15
7,11,2,1,3,1,2,0,-1,0,16,17
17,15,0,0,0,0,1,0,-1,0,0,5
13,15,2,1,2,1,2,0,-1,0,16,33
18,14,0,0,0,0,1,0,-1,0,0,5
17,16,0,0,0,0,1,0,-1,0,0,7
16,16,1,1,1,0,1,1,-1,1,8,12
10,13,2,1,2,1,2,0,-1,0,16,23
8,12,2,1,3,1,2,0,-1,0,16,22
4,9,5,3,8,1,2,0,-1,0,40,77
18,15,0,0,0,0,1,0,-1,0,0,9
19,15,0,0,0,0,1,0,-1,0,0,8
14,16,2,1,2,1,2,0,-1,0,16,26
17,17,1,1,1,0,1,1,-1,1,8,17
16,17,1,1,2,0,1,0,-1,0,8,19
2,8,9,5,4,1,2,1,0,3,72,244
9,13,2,1,3,1,2,0,-1,0,16,20
20,16,0,0,0,0,1,0,-1,0,0,6
18,16,0,0,0,0,1,0,-1,0,0,7
11,14,2,1,2,1,2,0,-1,0,16,27
19,16,0,0,0,0,1,0,-1,0,0,10
17,18,1,1,2,0,1,0,-1,0,8,12
15,17,2,1,2,1,2,0,-1,0,16,19
10,14,2,1,3,1,2,0,-1,0,16,22
19,17,0,0,0,0,1,0,-1,0,0,8
20,17,0,0,0,0,1,0,-1,0,0,7
18,17,0,0,0,0,1,0,-1,0,0,9
5,10,3,2,6,1,2,0,-1,0,24,81
16,18,2,1,2,1,2,0,-1,0,16,26
12,15,2,1,2,1,2,0,-1,0,16,36
19,18,0,0,0,0,1,0,-1,0,0,7
20,18,0,0,0,0,1,0,-1,0,0,7
18,18,1,1,1,0,1,1,-1,1,8,12
11,15,2,1,3,1,2,0,-1,0,16,31
20,19,0,0,0,0,1,0,-1,0,0,6
19,19,1,1,1,0,1,1,-1,1,8,11
17,19,2,1,2,1,2,0,-1,0,16,16
13,16,2,1,2,1,2,0,-1,0,16,17
18,19,1,1,2,0,1,0,-1,0,8,17
6,11,3,2,4,1,2,0,-1,0,24,36
12,16,2,1,3,1,2,0,-1,0,16,19
14,17,2,1,2,1,2,0,-1,0,16,18
3,9,9,4,10,1,2,0,-1,0,72,133
19,20,1,1,2,0,1,0,-1,0,8,14
18,20,2,1,2,1,2,0,-1,0,16,13
20,20,1,1,1,0,1,1,-1,1,8,28
7,12,3,2,4,1,2,0,-1,0,24,21
13,17,2,1,3,1,2,0,-1,0,16,16
15,18,2,1,2,1,2,0,-1,0,16,20
20,21,1,1,2,0,1,0,-1,0,8,13
2,9,11,5,5,1,2,1,0,3,88,190
19,21,2,1,2,1,2,0,-1,0,16,24
8,13,3,2,4,1,2,0,-1,0,24,26
14,18,2,1,3,1,2,0,-1,0,16,38
16,19,2,1,2,1,2,0,-1,0,16,27
20,22,2,1,2,1,2,0,-1,0,16,14
9,14,3,2,4,1,2,0,-1,0,24,28
15,19,2,1,3,1,2,0,-1,0,16,17
17,20,2,1,2,1,2,0,-1,0,16,18
18,21,2,1,2,1,2,0,-1,0,16,15
10,15,3,2,4,1,2,0,-1,0,24,42
16,20,2,1,3,1,2,0,-1,0,16,24
19,22,2,1,2,1,2,0,-1,0,16,15
17,21,2,1,3,1,2,0,-1,0,16,21
3,10,11,6,13,1,2,1,0,3,88,142
4,10,6,3,10,1,2,0,-1,0,48,211
18,22,2,1,3,1,2,0,-1,0,16,17
2,10,13,8,6,1,2,1,0,4,104,166
20,23,2,1,2,1,2,0,-1,0,16,24
19,23,2,1,3,1,2,0,-1,0,16,15
20,24,2,1,3,1,2,0,-1,0,16,11
11,16,3,2,4,1,2,0,-1,0,24,137
5,11,4,2,6,1,2,0,-1,0,32,92
4,11,7,3,15,1,2,1,0,3,56,99
3,11,16,9,17,1,2,1,0,6,128,307
2,11,17,9,6,1,2,0,-1,0,136,396
12,17,3,2,4,1,2,0,-1,0,24,21
13,18,3,2,4,1,2,0,-1,0,24,20
6,12,4,2,4,1,2,0,-1,0,32,204
14,19,3,2,4,1,2,0,-1,0,24,60
5,12,5,2,9,1,2,0,-1,0,40,112
15,20,3,2,4,1,2,0,-1,0,24,41
7,13,4,2,4,1,2,0,-1,0,32,80
8,14,4,2,4,1,2,0,-1,0,32,52
6,13,4,2,6,1,2,0,-1,0,32,115
16,21,3,2,4,1,2,0,-1,0,24,97
7,14,4,2,5,1,2,0,-1,0,32,17
4,12,10,6,19,1,2,0,-1,0,80,286
9,15,4,2,4,1,2,0,-1,0,32,39
17,22,3,2,4,1,2,0,-1,0,24,44
2,12,18,9,7,1,2,0,-1,0,144,433
10,16,4,2,4,1,2,0,-1,0,32,32
3,12,19,10,18,1,2,1,0,6,152,363
11,17,4,2,4,1,2,0,-1,0,32,15
5,13,6,4,13,1,2,0,-1,0,48,103
18,23,3,2,4,1,2,0,-1,0,24,81
12,18,4,2,4,1,2,0,-1,0,32,57
6,14,5,3,8,1,2,0,-1,0,40,72
13,19,4,2,4,1,2,0,-1,0,32,55
19,24,3,2,4,1,2,0,-1,0,24,84
2,13,20,5,8,3,4,0,-1,0,160,169
20,25,3,2,4,1,2,0,-1,0,24,17
7,15,5,3,6,1,2,0,-1,0,40,74
4,13,14,7,21,1,2,1,0,5,112,221
5,14,9,4,15,1,2,1,0,3,72,59
8,15,4,2,5,1,2,0,-1,0,32,375
14,20,4,2,4,1,2,0,-1,0,32,201
15,21,4,2,4,1,2,0,-1,0,32,24
9,16,4,2,5,1,2,0,-1,0,32,67
6,15,7,3,9,1,2,0,-1,0,56,87
10,17,4,2,5,1,2,0,-1,0,32,26
8,16,5,3,6,1,2,0,-1,0,40,110
2,14,24,9,9,3,4,0,-1,0,192,299
11,18,4,2,5,1,2,0,-1,0,32,36
3,13,21,11,20,1,2,0,-1,0,168,475
7,16,6,3,7,1,2,0,-1,0,48,89
16,22,4,2,4,1,2,0,-1,0,32,169
9,17,5,3,6,1,2,0,-1,0,40,170
17,23,4,2,4,1,2,0,-1,0,32,26
10,18,5,3,6,1,2,0,-1,0,40,21
12,19,4,2,5,1,2,0,-1,0,32,192
18,24,4,2,4,1,2,0,-1,0,32,33
4,14,15,8,25,1,2,0,-1,0,120,230
19,25,4,2,4,1,2,0,-1,0,32,41
11,19,5,3,6,1,2,0,-1,0,40,71
3,14,25,14,24,1,2,0,-1,0,200,287
20,26,4,2,4,1,2,0,-1,0,32,82
13,20,4,2,5,1,2,0,-1,0,32,165
12,20,5,3,6,1,2,0,-1,0,40,101
5,15,9,5,18,1,2,0,-1,0,72,123
2,15,27,5,11,7,8,0,-1,0,216,386
14,21,4,2,5,1,2,0,-1,0,32,40
13,21,5,3,6,1,2,0,-1,0,40,73
6,16,7,4,11,1,2,1,0,2,56,72
15,22,4,2,5,1,2,0,-1,0,32,59
4,15,18,10,29,1,2,0,-1,0,144,195
8,17,6,3,6,1,2,0,-1,0,48,497
16,23,4,2,5,1,2,0,-1,0,32,32
14,22,5,3,6,1,2,0,-1,0,40,117
17,24,4,2,5,1,2,0,-1,0,32,51
9,18,6,3,6,1,2,0,-1,0,48,66
10,19,6,3,6,1,2,0,-1,0,48,22
18,25,4,2,5,1,2,0,-1,0,32,80
7,17,7,3,9,1,2,0,-1,0,56,281
19,26,4,2,5,1,2,0,-1,0,32,18
15,23,5,3,6,1,2,0,-1,0,40,268
20,27,4,2,5,1,2,0,-1,0,32,80
11,20,6,3,6,1,2,0,-1,0,48,218
8,18,6,3,8,1,2,0,-1,0,48,114
5,16,11,6,21,1,2,1,0,4,88,411
2,16,31,7,12,7,8,1,6,8,248,537
3,15,29,15,27,1,2,0,-1,0,232,733
16,24,5,3,6,1,2,0,-1,0,40,272
12,21,6,3,6,1,2,0,-1,0,48,301
9,19,6,3,7,1,2,0,-1,0,48,327
13,22,6,3,6,1,2,0,-1,0,48,77
6,17,10,5,13,1,2,1,0,3,80,430
17,25,5,3,6,1,2,0,-1,0,40,182
10,20,6,3,7,1,2,0,-1,0,48,149
18,26,5,3,6,1,2,0,-1,0,40,118
11,21,6,3,7,1,2,0,-1,0,48,117
7,18,9,5,11,1,2,1,0,3,72,216
14,23,6,3,6,1,2,0,-1,0,48,242
19,27,5,3,6,1,2,0,-1,0,40,74
12,22,6,3,7,1,2,0,-1,0,48,69
20,28,5,3,6,1,2,0,-1,0,40,42
15,24,6,3,6,1,2,0,-1,0,48,130
13,23,6,3,7,1,2,0,-1,0,48,158
2,17,37,5,13,7,8,1,5,3,296,855
8,19,8,4,11,1,2,0,-1,0,64,299
16,25,6,3,6,1,2,0,-1,0,48,176
3,16,33,13,31,3,4,0,-1,0,264,937
14,24,6,3,7,1,2,0,-1,0,48,127
17,26,6,3,6,1,2,0,-1,0,48,82
9,20,7,4,9,1,2,0,-1,0,56,190
4,16,21,11,33,1,2,0,-1,0,168,1087
18,27,6,3,6,1,2,0,-1,0,48,83
15,25,6,3,7,1,2,0,-1,0,48,181
16,26,6,3,7,1,2,0,-1,0,48,70
19,28,6,3,6,1,2,0,-1,0,48,98
5,17,13,7,24,1,2,0,-1,0,104,158
17,27,6,3,7,1,2,0,-1,0,48,22
4,17,24,13,39,1,2,0,-1,0,192,244
2,18,41,6,15,7,8,1,1,4,328,542
10,21,7,4,8,1,2,0,-1,0,56,321
20,29,6,3,6,1,2,0,-1,0,48,230
11,22,7,4,8,1,2,0,-1,0,56,93
6,18,11,6,15,1,2,0,-1,0,88,203
